tweet_no,count,hate_speech,offensive_language,neither,class,tweet
4953,3,0,2,1,1,mention no bitch linda over kod
4954,3,2,1,0,0,mention fuck miley tranny looking now damn as nigga
4955,3,0,3,0,1,mention say that hoe ha sparked a many a blunt since you left it
4956,3,0,3,0,1,mention girl thats all these ho need they dont care hashtag
4957,3,0,3,0,1,mention thats what i thought pussy
4958,3,0,0,3,2,mention hashtag hashtag
4959,3,0,3,0,1,mention mention no ur the blind bitch dude in the video is way skinnier
4960,3,0,0,3,2,mention mention im not a liberal i support changing the name it transcends standard political grandstanding
4961,3,1,0,2,2,mention then send this one to your teabagger friend httplink and watch their head explode
4962,3,3,0,0,0,mention one le little nigger that would grow up into a big nigger
4963,6,0,6,0,1,mention bitch answer my call
4964,3,0,3,0,1,mention bitch smd
4965,3,0,0,3,2,mention mention those cracker will leave you parched asf
4966,6,0,0,6,2,mention mention mickey mouse ear hatand tail for that matter
4967,3,0,0,3,2,mention feel same way about new england patriot new york yankee but unlike u ive worked in boston nyc texas prison is upgrade
4968,3,0,1,2,2,mention mention hashtag
4969,3,1,0,2,2,mention so trash
4970,6,0,2,4,2,mention well since you is blood you get a g pas but only this time and i wont tell wop about that lyric situation
4971,3,0,3,0,1,mention that bitch bouta be zooted
4972,3,0,3,0,1,mention im coolin you know me same ole shit different day my nig
4973,3,0,3,0,1,mention mention mention mention lmao pussy
4974,3,0,3,0,1,mention let go right now bitch and i knocked you last time let fight right now
4975,3,0,0,3,2,mention morphing into charlie wei will never cease to be disturbing
4976,6,1,5,0,1,mention he killed that hoe though
4977,6,0,6,0,1,mention lmaoooo i know taylor in brazil eating that overseas pussy
4978,3,1,2,0,1,mention lmaooooo bro you still got that shit you are a hoe we boxing when you come back nigga
4979,3,0,3,0,1,mention you a hoe for that im rolling hashtag
4980,6,1,4,1,1,mention you got some more hoe
4981,3,0,2,1,1,mention not only that after he pushed him he stepped back lolol that wa some pussy shit
4982,3,0,3,0,1,mention so wa i cunt welcome to twitter
4983,3,0,3,0,1,mention mention you gay gabrielle bad a fuck even though the other bitch bad you cant cheat on a dimefoh lol
4984,3,0,3,0,1,mention mention mention thats not how you resist you worthless retard do you need a dictionary
4986,3,0,2,1,1,mention but a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex
4987,3,0,3,0,1,mention i know that bitch dont going nomo
4988,3,0,3,0,1,mention mention the truth hurt nigguh
4989,3,2,1,0,0,mention ive been knowing fag
4990,3,0,0,3,2,mention if you decide to do damara you should make her a gladiola we have gorgeous rustcolored one coming up over here
4991,3,0,3,0,1,mention idc i can still get it thats my pussy
4992,3,0,3,0,1,mention lol imma look at a bitch as if i wanna
4993,3,0,3,0,1,mention aint say it wrong but it just a stupid a hoe showing up to get attention from dudesno one is bigger than the game
4994,3,0,3,0,1,mention she like imma stop talking to you because you vibing in them headphonestalk to me and come get this pussy in other word
4995,3,0,1,2,2,mention cuz the whole team trash
4996,3,0,3,0,1,mention truuuu bitch dont have any respect for themselves so im with you on the shit talkin lol
4997,6,4,2,0,0,mention faggot
4998,3,0,2,1,1,mention you have your nip pierced too hashtag
4999,3,0,3,0,1,mention mention fuck em right in the pussy
5000,3,0,3,0,1,mention he trash
5001,3,1,2,0,1,mention dumb nigger
5002,3,0,0,3,2,mention yellow in paris fantastic effort from hashtag and hashtagnow just the last stage up for grab hashtag hashtag
5003,3,0,3,0,1,mention hoe will be hoe nothing but something guy just dispose hashtag
5004,3,0,1,2,2,mention why did they add your name all ghetto like that look like they used label maker lol
5005,3,0,3,0,1,mention why werent you so gung ho when you got drafted instead of shitting yourself you seem like another repcon chicken hawk
5006,3,0,3,0,1,mention and im beautiful bitch
5007,6,0,4,2,1,mention hoe are more fun
5008,9,0,9,0,1,mention i aint shit you aint shitbitch we meant for eachother
5009,3,0,3,0,1,mention nah bitch you like pookie from new jack city
5010,9,0,9,0,1,mention shut up bitch
5011,3,0,3,0,1,mention shit trash
5012,3,0,3,0,1,mention why lil ricky stole mj chain and tried to flex with the bitch in his avi
5013,3,0,3,0,1,mention nope definitely retarded
5014,3,0,0,3,2,mention mention the moor used to give kid free lunch in the bronx when i wa a kid glad to see they are still doing good
5015,3,0,3,0,1,mention drinking a bitch beer outta a badass kuzie
5016,3,0,3,0,1,mention mention mention lol naw that bitch wa just a sociopath
5017,3,1,2,0,1,mention you can bet valerie jarret ha her hand all over this humanitarian crisis i didnt vote for that commie bitch
5018,3,0,1,2,2,mention got it thanks hun ima text u
5019,3,0,3,0,1,mention we in dis hoe imma get her too lmfaoooo
5020,3,0,3,0,1,mention no one asked bitch
5021,3,0,3,0,1,mention low blow cuntface how many time the yank beat u in the playoff these last  or so year
5022,3,0,3,0,1,mention bitch please not gonna happen nope
5023,3,0,3,0,1,mention fuck them bitch i hope navy beat em this week mention mention
5024,3,0,3,0,1,mention fuck you bitch
5025,3,0,2,1,1,mention thank you i hate you eat poison fall down run face first into a wall yankee missed the playoff
5026,3,0,3,0,1,mention that just happened to be the year we lost a one game playoff to them bitch from the bitch as twin bitch lucky for you
5027,3,0,2,1,1,mention he probably took off a point because gibbs isnt from the east coast and say hoe
5028,3,0,3,0,1,mention in that i get more bitch than you if so you right
5030,3,0,3,0,1,mention bitch as nigga here a new belt for you httplink
5031,3,1,2,0,1,mention nick background my nigger
5033,3,0,3,0,1,mention mention okay and melo bitch
5034,3,0,3,0,1,mention straight pussy
5035,3,0,3,0,1,mention fuckin pussy haha
5036,3,0,3,0,1,mention you didnt even catch it pussy
5037,3,1,0,2,2,mention gobble de gook
5039,3,0,3,0,1,mention i love you hoe hahahhaa hashtag hashtag
5040,3,0,1,2,2,mention mention trash
5041,3,0,2,1,1,mention mention aahahah who the fuck watch that trash
5042,3,0,3,0,1,mention thanks little bitch hashtag
5043,3,0,3,0,1,mention already know juss ordered some of this for the weekend mention for tha white hoe httplink
5044,3,0,3,0,1,mention bitch ask a day off
5045,3,0,3,0,1,mention bitch those are the same option
5046,3,0,3,0,1,mention bring bitch
5047,3,0,3,0,1,mention lol youre retarded hashtag
5048,3,0,3,0,1,mention need to get outta that bitch meridian all bad now but a long a you getting that paper you good
5049,3,0,3,0,1,mention im omy to the movie right now and im literally gonna slap a bitch if they scream or some shit
5050,3,0,1,2,2,mention mention i dont think he can beat mayweather but he far from trash unlike floyd he actually put maidana down
5051,3,0,0,3,2,mention my father wa born in nanticoke and attended lehigh im a ct yankee but love the pennsylvania dutch cooking
5052,3,0,3,0,1,mention call me bitch again and see if i dont slap the sexy out of your mom and have justin timberlake bring it back
5053,3,0,1,2,2,mention whoa sorry for the spell check error it not ho it wa hey so sorry
5055,3,0,3,0,1,mention mention we outchea bitch
5056,3,1,2,0,1,mention csgo bitch
5057,3,0,3,0,1,mention hi yeah troll are annoying but dont concern yourself with them theyre all twat have no life lol just ignore them x
5058,3,2,1,0,0,mention mention mention do bird have a  out of wedlock rate is it white father that are running away
5059,3,0,0,3,2,mention dont like to trash talking either way but to be fair thats just on twitter im having a ball on text
5060,3,0,3,0,1,mention well then with all further ado get da fock out ya lil bitch
5061,3,0,3,0,1,mention mention faggot scoon you wanna ball
5063,3,1,2,0,1,mention stfu trash
5064,3,0,3,0,1,mention mention pull the trigger bitch
5065,3,2,1,0,0,mention youre a little bitch
5066,3,0,0,3,2,mention i liked the day a bird got in your classroom
5067,3,0,0,3,2,mention any more bird in school
5068,6,0,0,6,2,mention you rebel next youll be ripping mattress tag off it a slippery slope
5069,3,0,3,0,1,mention mention mention mention cause it would their tip hand instead they whine like little bitch
5070,3,1,2,0,1,mention nope btw yous a hoe lol
5071,3,0,1,2,2,mention oh well turn out that baby aint mine doe jig
5072,3,0,3,0,1,mention yesterday twitter wa telling them same dude that  pussy wa the best so have faith
5073,3,1,2,0,1,mention have you looked yourself this is funny this is like obama saying he is good for the economy hipster faggot funny though
5074,3,1,2,0,1,mention mention mention he a pussy
5075,3,0,3,0,1,mention mention all  haha because im hashtag and your hashtag sexxy bitch
5076,3,3,0,0,0,mention aww y u so mad tho a successful man lmfao hut hugging a faggot
5077,6,0,6,0,1,mention if you gotta shout u a bad bitch u aint a bad bitch hashtag
5078,3,0,0,3,2,mention mention mention mention boooooooo that wa trash
5079,3,0,0,3,2,mention do yourself a favor and ball that up and throw in the trash
5080,3,1,2,0,1,mention whatever lol my tan line is retarded lol wa that other tweet a subtweet
5081,3,0,3,0,1,mention you real quiet son made charlie is shit and steelers too loser
5082,3,0,0,3,2,mention mention i like where ur dome at hashtag
5083,3,0,1,2,2,mention ha to be hashtag version hashtag hashtag hashtag hashtag
5084,3,0,3,0,1,mention pitch chip and slide ur dick in tight clam hashtag love it hashtag
5085,3,0,1,2,2,mention the early bearded man get the clam hashtag
5086,3,0,3,0,1,mention mention mention haha the little shit talkier brought his other bitch
5087,3,0,3,0,1,mention bitch go shoot some ball of paint ole hobby finding as
5088,3,0,3,0,1,mention lol autocorrect is a bitch but voice recognition is much faster than typing
5089,3,0,3,0,1,mention can fucking a fat bitch be considered a threesome
5090,3,0,3,0,1,mention but if we loved again i swear id love you right btw bitch you better not be googling these lyric mine is from the 
5091,3,0,3,0,1,mention this is true that bitch ha two account mention
5092,3,0,3,0,1,mention i also like flip a bitch which is gabbys hashtag
5093,3,0,3,0,1,mention i know hoe
5094,3,0,3,0,1,mention no he an asshole is like i have neck problem cant sleep that way hashtag u lil bitch
5095,3,0,3,0,1,mention them bitch uggo a fuck too
5096,3,0,3,0,1,mention you a hoe as savage this shit brings up memory so cook on my g
5097,3,0,3,0,1,mention mention big bird big pecker they always mad cause they only get laid once and thats by their mother
5098,3,0,0,3,2,mention mention mention maybe he can call hootie back up he dont answer me anymore but still have crow
5099,3,0,0,3,2,mention gotta get my superbowl shirt at the cleaner then we hitting the big bird
5100,3,1,2,0,1,mention now beaner drive em
5101,3,0,3,0,1,mention they best not fuss about this basement bitch is like a skating rink httplink
5102,3,2,1,0,0,mention and mention are faggot kbye
5103,3,1,2,0,1,mention all the thirsty hoe lol
5104,3,0,2,1,1,mention im the type to put that bitch in a river so you can gtf out my location lol
5105,3,2,1,0,0,mention and it people like you that give u all a bad name you are a disgusting piece of shit of a person a nigger is what you are
5106,3,0,3,0,1,mention dude fucking mono suck and my bed is trash
5107,3,0,3,0,1,mention thats nate dumbass we all just mock him
5108,3,0,3,0,1,mention sauerkraut saul is a punk as bitch
5109,3,0,2,1,1,mention you do it to u so payback is a bitch hahaha  happy valentine day though
5110,3,1,2,0,1,mention good one you fucking bitch as
5111,3,0,3,0,1,mention what are you gonna do ima chase you out the club like mobb deep did to you pussy
5112,3,0,2,1,1,mention that explains you cause all you do is bitch and whine
5113,3,1,2,0,1,mention lmao your just a dumb hoe that budden made popular please stop your irrelevant and no one care about you slut
5114,3,0,3,0,1,mention hashtag pot of gold as nigguh
5115,3,0,3,0,1,mention you are not a catyou are a pussy black bored kid kill a cop by starting a firewhere is the outrage you phony mention
5116,3,0,0,3,2,mention word bird
5117,3,0,3,0,1,mention i think you should reconsider he a little bitch to the one true god almighty cthulhuplease for your soul seany
5118,3,0,3,0,1,mention quit being being a pussy yourself and call them out by first and last name plus ssn ya poon
